location,account,date,day_night_label,sentiment_num
Downtown,Martha_SuttonWhale1999,2020-04-10,day,0.0
Downtown,MaryAttentativeM,2020-04-06,day,0.6
Downtown,MaryAttentativeM,2020-04-08,day,-0.5
Downtown,MaryAttentativeM,2020-04-09,day,1.0
Downtown,MaryAttentativeM,2020-04-09,night,0.0
Downtown,MaryAttentativeM,2020-04-10,day,1.0
Downtown,Maultsby79,2020-04-06,day,0.3333333333333333
Downtown,Maultsby79,2020-04-06,night,0.0
Downtown,Maultsby79,2020-04-08,day,0.0
Downtown,Maultsby79,2020-04-08,night,1.0
Downtown,Maultsby79,2020-04-09,day,0.0
Downtown,Maultsby79,2020-04-09,night,0.0
Downtown,Maultsby79,2020-04-10,day,0.0
Downtown,MilburnHorse1955,2020-04-06,day,0.3333333333333333
Downtown,MilburnHorse1955,2020-04-06,night,1.0
Downtown,MilburnHorse1955,2020-04-07,day,0.5
Downtown,MilburnHorse1955,2020-04-08,day,-0.25
Downtown,MilburnHorse1955,2020-04-09,day,0.16666666666666666
Downtown,MilburnHorse1955,2020-04-10,day,-1.0
Downtown,MilburnHorse1955,2020-04-10,night,0.3333333333333333
Downtown,Mitchell2002,2020-04-07,day,1.0
Downtown,Mitchell2002,2020-04-07,night,0.0
Downtown,Mitchell2002,2020-04-08,day,0.6666666666666666
Downtown,Mitchell2002,2020-04-09,day,0.0
Downtown,Mitchell2002,2020-04-09,night,0.0
Downtown,Mitchell2002,2020-04-10,day,1.0
Downtown,Mitchell2002,2020-04-10,night,-1.0
Downtown,Myron_SimmonsOctopus85,2020-04-06,day,-0.6666666666666666
Downtown,Myron_SimmonsOctopus85,2020-04-07,day,-1.0
Downtown,Myron_SimmonsOctopus85,2020-04-07,night,-1.0
Downtown,Myron_SimmonsOctopus85,2020-04-08,day,0.0
Downtown,Myron_SimmonsOctopus85,2020-04-09,day,0.3333333333333333
Downtown,Myron_SimmonsOctopus85,2020-04-10,day,1.0
Downtown,MyrtleFleetD,2020-04-06,day,1.0
Downtown,MyrtleFleetD,2020-04-07,day,0.3333333333333333
Downtown,MyrtleFleetD,2020-04-08,day,-0.3333333333333333
Downtown,MyrtleFleetD,2020-04-08,night,0.0
Downtown,MyrtleFleetD,2020-04-09,day,1.0
Downtown,MyrtleFleetD,2020-04-09,night,-1.0
Downtown,MyrtleFleetD,2020-04-10,day,0.0
Downtown,MyrtleFleetD,2020-04-10,night,1.0
Downtown,NadineGuapoG,2020-04-06,day,0.0
Downtown,NadineGuapoG,2020-04-06,night,0.0
Downtown,NadineGuapoG,2020-04-07,day,1.0
Downtown,NadineGuapoG,2020-04-08,day,0.2
Downtown,NadineGuapoG,2020-04-08,night,0.0
Downtown,NadineGuapoG,2020-04-09,night,0.0
Downtown,NadineGuapoG,2020-04-10,day,0.0
Downtown,Nathaniel_KalmanOctopus82,2020-04-06,night,0.0
Downtown,Nathaniel_KalmanOctopus82,2020-04-07,day,0.0
Downtown,Nathaniel_KalmanOctopus82,2020-04-08,day,0.2857142857142857
Downtown,Nathaniel_KalmanOctopus82,2020-04-09,day,0.5
Downtown,Nathaniel_KalmanOctopus82,2020-04-10,day,1.0
Downtown,Nathaniel_KalmanOctopus82,2020-04-10,night,-1.0
Downtown,Newman2005,2020-04-06,day,0.8
Downtown,Newman2005,2020-04-07,day,1.0
Downtown,Newman2005,2020-04-07,night,1.0
Downtown,Newman2005,2020-04-08,day,-0.2
Downtown,Newman2005,2020-04-09,day,0.0
Downtown,Newman2005,2020-04-09,night,0.5
Downtown,Newman2005,2020-04-10,day,0.0
Downtown,Newman2005,2020-04-10,night,0.0
Downtown,ObnoxiousBCar,2020-04-06,day,-1.0
Downtown,ObnoxiousBCar,2020-04-08,day,0.3333333333333333
Downtown,ObnoxiousBCar,2020-04-08,night,1.0
Downtown,ObnoxiousBCar,2020-04-09,day,0.0
Downtown,ObnoxiousBCar,2020-04-09,night,1.0
Downtown,ObnoxiousBCar,2020-04-10,day,0.0
Downtown,ObnoxiousEBanana2004,2020-04-06,day,0.0
Downtown,ObnoxiousEBanana2004,2020-04-07,day,1.0
Downtown,ObnoxiousEBanana2004,2020-04-07,night,0.5
Downtown,ObnoxiousEBanana2004,2020-04-08,day,0.5
Downtown,ObnoxiousEBanana2004,2020-04-09,day,0.4
Downtown,ObnoxiousEBanana2004,2020-04-10,day,0.0
Downtown,ObnoxiousEBanana2004,2020-04-10,night,0.0
Downtown,ObnoxiousGarciaBanana50,2020-04-06,day,0.75
Downtown,ObnoxiousGarciaBanana50,2020-04-07,day,0.0
Downtown,ObnoxiousGarciaBanana50,2020-04-08,day,0.5
Downtown,ObnoxiousGarciaBanana50,2020-04-08,night,0.0
Downtown,ObnoxiousGarciaBanana50,2020-04-09,day,1.0
Downtown,ObnoxiousGarciaBanana50,2020-04-09,night,-1.0
Downtown,ObnoxiousGarciaBanana50,2020-04-10,day,-1.0
Downtown,ObnoxiousGarciaBanana50,2020-04-10,night,-1.0
Downtown,ObnoxiousRCouch,2020-04-06,day,0.2
Downtown,ObnoxiousRCouch,2020-04-07,day,0.6666666666666666
Downtown,ObnoxiousRCouch,2020-04-08,day,0.25
Downtown,ObnoxiousRCouch,2020-04-08,night,1.0
Downtown,ObnoxiousRCouch,2020-04-09,day,-1.0
Downtown,ObnoxiousRCouch,2020-04-09,night,0.0
Downtown,ObnoxiousSCouch82,2020-04-06,day,-0.3333333333333333
Downtown,ObnoxiousSCouch82,2020-04-07,day,0.5
Downtown,ObnoxiousSCouch82,2020-04-07,night,1.0
Downtown,ObnoxiousSCouch82,2020-04-08,day,0.5
Downtown,ObnoxiousSCouch82,2020-04-08,night,0.0
Downtown,ObnoxiousSCouch82,2020-04-10,day,0.0
Downtown,ObnoxiousSCouch82,2020-04-10,night,0.0
Downtown,ObnoxiousSHouse,2020-04-06,day,1.0
Downtown,ObnoxiousSHouse,2020-04-07,day,0.5
Downtown,ObnoxiousSHouse,2020-04-08,day,0.3333333333333333
Downtown,ObnoxiousSHouse,2020-04-09,day,1.0
Downtown,ObnoxiousSHouse,2020-04-09,night,0.0
Downtown,ObnoxiousVBanana,2020-04-06,day,1.0
Downtown,ObnoxiousVBanana,2020-04-07,day,0.0
Downtown,ObnoxiousVBanana,2020-04-08,day,0.3333333333333333
Downtown,ObnoxiousVBanana,2020-04-08,night,1.0
Downtown,ObnoxiousVBanana,2020-04-09,day,-0.5
Downtown,ObnoxiousVBanana,2020-04-09,night,1.0
Downtown,ObnoxiousVBanana,2020-04-10,day,0.0
Downtown,Oleta1995B,2020-04-06,day,0.5
Downtown,Oleta1995B,2020-04-07,day,1.0
Downtown,Oleta1995B,2020-04-08,day,1.0
Downtown,Oleta1995B,2020-04-08,night,0.3333333333333333
Downtown,Oleta1995B,2020-04-09,day,-0.3333333333333333
Downtown,Oleta1995B,2020-04-09,night,0.0
Downtown,Oleta1995B,2020-04-10,day,0.0
Downtown,Opportunities1,2020-04-06,day,1.0
Downtown,Opportunities1,2020-04-06,night,0.25
Downtown,Opportunities1,2020-04-07,day,1.0
Downtown,Opportunities1,2020-04-08,day,0.0
Downtown,Opportunities1,2020-04-09,day,0.25
Downtown,Opportunities1,2020-04-10,day,1.0
Downtown,Opportunities1,2020-04-10,night,1.0
Downtown,Opportunities2,2020-04-06,day,1.0
Downtown,Opportunities2,2020-04-06,night,1.0
Downtown,Opportunities2,2020-04-07,night,1.0
Downtown,Opportunities2,2020-04-08,day,0.5
Downtown,Opportunities2,2020-04-08,night,1.0
Downtown,Opportunities2,2020-04-09,night,-0.6666666666666666
Downtown,Opportunities2,2020-04-10,night,1.0
Downtown,PWileyTune,2020-04-06,day,0.0
Downtown,PWileyTune,2020-04-07,day,0.3333333333333333
Downtown,PWileyTune,2020-04-08,day,0.25
Downtown,PWileyTune,2020-04-08,night,0.0
Downtown,PWileyTune,2020-04-09,day,-1.0
Downtown,PWileyTune,2020-04-10,day,0.6666666666666666
Downtown,PWileyTune,2020-04-10,night,0.6666666666666666
Downtown,ParksDept,2020-04-08,night,-1.0
Downtown,PaulFleetBurd,2020-04-06,day,1.0
Downtown,PaulFleetBurd,2020-04-06,night,0.0
Downtown,PaulFleetBurd,2020-04-07,day,0.5
Downtown,PaulFleetBurd,2020-04-08,day,0.16666666666666666
Downtown,PaulFleetBurd,2020-04-08,night,1.0
Downtown,PaulFleetBurd,2020-04-09,night,-0.5
Downtown,PaulFleetBurd,2020-04-10,day,0.25
Downtown,PaulFleetBurd,2020-04-10,night,0.5
Downtown,PaulWhale45,2020-04-06,day,0.5
Downtown,PaulWhale45,2020-04-07,day,0.0
Downtown,PaulWhale45,2020-04-08,day,0.0
Downtown,PaulWhale45,2020-04-08,night,1.0
Downtown,PaulWhale45,2020-04-09,day,0.0
Downtown,PaulWhale45,2020-04-09,night,1.0
Downtown,PaulWhale45,2020-04-10,night,1.0
Downtown,Peyser99,2020-04-06,day,1.0
Downtown,Peyser99,2020-04-07,day,0.6
Downtown,Peyser99,2020-04-08,day,0.0
Downtown,Peyser99,2020-04-08,night,1.0
Downtown,Peyser99,2020-04-09,day,0.0
Downtown,Peyser99,2020-04-09,night,0.0
Downtown,Phillip_Mason86,2020-04-06,day,0.3333333333333333
Downtown,Phillip_Mason86,2020-04-06,night,0.0
Downtown,Phillip_Mason86,2020-04-07,day,0.5
Downtown,Phillip_Mason86,2020-04-08,day,-0.5
Downtown,Phillip_Mason86,2020-04-08,night,0.0
Downtown,Phillip_Mason86,2020-04-09,day,-1.0
Downtown,Phillip_Mason86,2020-04-09,night,1.0
Downtown,PoliceChief,2020-04-08,night,-1.0
Downtown,Pontific8,2020-04-08,day,1.0
Downtown,R76Burrus,2020-04-06,night,1.0
Downtown,R76Burrus,2020-04-07,day,0.4
Downtown,R76Burrus,2020-04-08,day,0.4
Downtown,R76Burrus,2020-04-08,night,0.0
Downtown,R76Burrus,2020-04-09,day,-0.5
Downtown,R76Burrus,2020-04-09,night,1.0
Downtown,R76Burrus,2020-04-10,day,1.0
Downtown,RFamousFenstermacher,2020-04-06,day,0.5
Downtown,RFamousFenstermacher,2020-04-08,day,0.42857142857142855
Downtown,RFamousFenstermacher,2020-04-09,day,0.4
Downtown,RFamousFenstermacher,2020-04-09,night,1.0
Downtown,RFamousFenstermacher,2020-04-10,day,0.0
Downtown,RFamousFenstermacher,2020-04-10,night,0.0
Downtown,RFuriousThacker,2020-04-06,day,0.0
Downtown,RFuriousThacker,2020-04-06,night,1.0
Downtown,RFuriousThacker,2020-04-07,day,0.0
Downtown,RFuriousThacker,2020-04-08,day,-0.16666666666666666
Downtown,RFuriousThacker,2020-04-09,day,0.6666666666666666
Downtown,RFuriousThacker,2020-04-09,night,-1.0
Downtown,RacesAnthony_ShellWhale,2020-04-06,day,0.0
Downtown,RacesAnthony_ShellWhale,2020-04-07,day,0.3333333333333333
Downtown,RacesAnthony_ShellWhale,2020-04-08,day,-0.1111111111111111
Downtown,RacesAnthony_ShellWhale,2020-04-08,night,0.0
Downtown,RacesAnthony_ShellWhale,2020-04-09,day,0.0
Downtown,RacesMontoyaMouse,2020-04-06,day,0.5
Downtown,RacesMontoyaMouse,2020-04-07,day,0.3333333333333333
Downtown,RacesMontoyaMouse,2020-04-08,day,0.5
Downtown,RacesMontoyaMouse,2020-04-08,night,0.0
Downtown,RacesMontoyaMouse,2020-04-09,night,1.0
Downtown,RadCurieous,2020-04-07,day,0.0
Downtown,Rebecca2008,2020-04-06,day,0.4
Downtown,Rebecca2008,2020-04-07,day,1.0
Downtown,Rebecca2008,2020-04-08,day,0.14285714285714285
Downtown,Rebecca2008,2020-04-09,day,1.0
Downtown,Rebecca2008,2020-04-10,day,1.0
Downtown,Rebecca2008,2020-04-10,night,-0.5
Downtown,Rescue12,2020-04-10,night,0.0
Downtown,Rescue14,2020-04-10,night,0.0
Downtown,Richard_FergusonMouse1984,2020-04-06,day,1.0
Downtown,Richard_FergusonMouse1984,2020-04-06,night,1.0
Downtown,Richard_FergusonMouse1984,2020-04-07,day,1.0
Downtown,Richard_FergusonMouse1984,2020-04-08,day,-0.5
Downtown,Richard_FergusonMouse1984,2020-04-08,night,-0.5
Downtown,Richard_FergusonMouse1984,2020-04-09,day,0.6666666666666666
Downtown,Richard_FergusonMouse1984,2020-04-10,night,0.6666666666666666
Downtown,Rickard39,2020-04-06,day,-0.25
Downtown,Rickard39,2020-04-07,day,0.25
Downtown,Rickard39,2020-04-07,night,0.0
Downtown,Rickard39,2020-04-08,day,0.3333333333333333
Downtown,Rickard39,2020-04-09,night,-1.0
Downtown,Rivera1995,2020-04-06,day,0.3333333333333333
Downtown,Rivera1995,2020-04-07,day,0.0
Downtown,Rivera1995,2020-04-08,day,0.5
Downtown,Rivera1995,2020-04-09,day,0.0
Downtown,Rivera1995,2020-04-09,night,0.6666666666666666
Downtown,Rivera1995,2020-04-10,day,-0.5
Downtown,RunsBrandyLion,2020-04-06,day,-0.5
Downtown,RunsBrandyLion,2020-04-07,day,0.0
Downtown,RunsBrandyLion,2020-04-08,day,0.0
Downtown,RunsBrandyLion,2020-04-09,day,0.75
Downtown,RunsBrandyLion,2020-04-09,night,-1.0
Downtown,RunsBrandyLion,2020-04-10,day,-1.0
Downtown,RunsMarilynCat,2020-04-06,day,1.0
Downtown,RunsMarilynCat,2020-04-07,day,0.25
Downtown,RunsMarilynCat,2020-04-08,day,-1.0
Downtown,RunsMarilynCat,2020-04-08,night,1.0
Downtown,RunsMarilynCat,2020-04-09,day,-0.5
Downtown,RunsMarilynCat,2020-04-10,day,0.0
Downtown,RunsMarilynCat,2020-04-10,night,0.0
Downtown,SFamousM,2020-04-06,day,0.0
Downtown,SFamousM,2020-04-07,day,0.0
Downtown,SFamousM,2020-04-08,day,0.0
Downtown,SFamousM,2020-04-09,day,0.0
Downtown,SFamousM,2020-04-09,night,1.0
Downtown,SewerDept,2020-04-09,night,-1.0
Downtown,SharondaLion38,2020-04-06,day,0.0
Downtown,SharondaLion38,2020-04-06,night,0.5
Downtown,SharondaLion38,2020-04-07,day,1.0
Downtown,SharondaLion38,2020-04-07,night,-1.0
Downtown,SharondaLion38,2020-04-08,day,1.0
Downtown,SharondaLion38,2020-04-08,night,-0.3333333333333333
Downtown,SharondaLion38,2020-04-09,day,0.0
Downtown,SharondaLion38,2020-04-09,night,-1.0
Downtown,SharondaLion38,2020-04-10,day,0.0
Downtown,ShirleyDog68,2020-04-06,day,0.6666666666666666
Downtown,ShirleyDog68,2020-04-06,night,1.0
Downtown,ShirleyDog68,2020-04-07,day,0.0
Downtown,ShirleyDog68,2020-04-08,day,0.16666666666666666
Downtown,ShirleyDog68,2020-04-09,day,0.75
Downtown,ShirleyDog68,2020-04-10,day,0.0
Downtown,ShirleyDog68,2020-04-10,night,0.0
Downtown,SmartBreadJimmy,2020-04-06,day,0.25
Downtown,SmartBreadJimmy,2020-04-07,night,-1.0
Downtown,SmartBreadJimmy,2020-04-08,day,1.0
Downtown,SmartBreadJimmy,2020-04-08,night,0.0
Downtown,SmartBreadJimmy,2020-04-09,day,0.0
Downtown,SmartBreadJimmy,2020-04-10,day,-0.5
Downtown,SmartCandyRoberto_Morelli,2020-04-06,day,-0.5
Downtown,SmartCandyRoberto_Morelli,2020-04-07,day,0.3333333333333333
Downtown,SmartCandyRoberto_Morelli,2020-04-07,night,0.0
Downtown,SmartCandyRoberto_Morelli,2020-04-08,day,0.0
Downtown,SmartCandyRoberto_Morelli,2020-04-08,night,0.0
Downtown,SmartCandyRoberto_Morelli,2020-04-09,day,-0.6
Downtown,SmartCandyRoberto_Morelli,2020-04-09,night,1.0
Downtown,SmartCandyRoberto_Morelli,2020-04-10,day,0.0
Downtown,SmartCandyRoberto_Morelli,2020-04-10,night,-0.5
Downtown,SmartJHouse1985,2020-04-06,day,0.3333333333333333
Downtown,SmartJHouse1985,2020-04-07,day,0.6666666666666666
Downtown,SmartJHouse1985,2020-04-08,day,-0.16666666666666666
Downtown,SmartJHouse1985,2020-04-08,night,0.0
Downtown,SmartJHouse1985,2020-04-09,day,0.0
Downtown,SmartJHouse1985,2020-04-09,night,0.0
Downtown,SmartJHouse1985,2020-04-10,day,0.0
Downtown,SmartJHouse1985,2020-04-10,night,0.5
Downtown,SmartJorgensenBowl48,2020-04-06,day,1.0
Downtown,SmartJorgensenBowl48,2020-04-06,night,1.0
Downtown,SmartJorgensenBowl48,2020-04-07,day,0.5
Downtown,SmartJorgensenBowl48,2020-04-08,day,0.3333333333333333
Downtown,SmartJorgensenBowl48,2020-04-08,night,1.0
Downtown,SmartJorgensenBowl48,2020-04-09,day,0.0
Downtown,SmartMCandy,2020-04-06,day,0.25
Downtown,SmartMCandy,2020-04-07,day,0.0
Downtown,SmartMCandy,2020-04-07,night,0.0
Downtown,SmartMCandy,2020-04-08,day,-0.14285714285714285
Downtown,SmartMCandy,2020-04-10,day,-1.0
Downtown,SmartMCandy,2020-04-10,night,1.0
Downtown,Social media handle,2020-04-07,day,0.0
Downtown,Stacey_MitchellWhale31,2020-04-06,day,1.0
Downtown,Stacey_MitchellWhale31,2020-04-06,night,1.0
Downtown,Stacey_MitchellWhale31,2020-04-07,day,-0.2
Downtown,Stacey_MitchellWhale31,2020-04-08,day,0.25
Downtown,Stacey_MitchellWhale31,2020-04-08,night,0.0
Downtown,Stacey_MitchellWhale31,2020-04-09,day,0.3333333333333333
Downtown,Stacey_MitchellWhale31,2020-04-09,night,0.0
Downtown,Stacey_MitchellWhale31,2020-04-10,night,0.25
Downtown,SteveWhale1998,2020-04-06,day,0.0
Downtown,SteveWhale1998,2020-04-06,night,1.0
Downtown,SteveWhale1998,2020-04-07,day,1.0
Downtown,SteveWhale1998,2020-04-08,day,0.0
Downtown,SteveWhale1998,2020-04-09,day,1.0
Downtown,SteveWhale1998,2020-04-09,night,-1.0
Downtown,SteveWhale1998,2020-04-10,day,0.5
Downtown,SteveWhale1998,2020-04-10,night,0.0
Downtown,StubleMouse40,2020-04-06,day,-0.25
Downtown,StubleMouse40,2020-04-07,day,1.0
Downtown,StubleMouse40,2020-04-08,day,0.0
Downtown,StubleMouse40,2020-04-09,night,1.0
Downtown,StubleMouse40,2020-04-10,day,-1.0
Downtown,SurfaceHorse85,2020-04-06,day,1.0
Downtown,SurfaceHorse85,2020-04-06,night,1.0
Downtown,SurfaceHorse85,2020-04-07,day,1.0
Downtown,SurfaceHorse85,2020-04-08,day,-0.25
Downtown,SurfaceHorse85,2020-04-08,night,0.0
Downtown,SurfaceHorse85,2020-04-09,day,0.3333333333333333
Downtown,SurfaceHorse85,2020-04-09,night,1.0
Downtown,Syndicated348,2020-04-07,day,1.0
Downtown,Syndicated348,2020-04-07,night,1.0
Downtown,Syndicated348,2020-04-08,day,0.0
Downtown,Syndicated348,2020-04-08,night,1.0
Downtown,Syndicated348,2020-04-09,night,1.0
Downtown,Syndicated4,2020-04-06,day,0.3333333333333333
Downtown,Syndicated4,2020-04-06,night,0.0
Downtown,Syndicated4,2020-04-07,night,0.0
Downtown,Syndicated4,2020-04-08,day,0.0
Downtown,Syndicated4,2020-04-08,night,1.0
Downtown,Syndicated4,2020-04-09,night,0.0
Downtown,Syndicated5,2020-04-07,night,1.0
Downtown,Syndicated5,2020-04-08,day,0.5
Downtown,Syndicated5,2020-04-08,night,0.0
Downtown,Syndicated5,2020-04-09,night,0.5
Downtown,Syndicated5,2020-04-10,night,1.0
Downtown,T2007Ball,2020-04-06,day,-0.3333333333333333
Downtown,T2007Ball,2020-04-08,day,-0.3333333333333333
Downtown,T2007Ball,2020-04-08,night,-1.0
Downtown,T2007Ball,2020-04-09,day,0.75
Downtown,T2007Ball,2020-04-09,night,0.0
Downtown,T2007Ball,2020-04-10,day,0.0
Downtown,T2007Ball,2020-04-10,night,0.0
Downtown,TCleverL,2020-04-06,day,0.2
Downtown,TCleverL,2020-04-06,night,-1.0
Downtown,TCleverL,2020-04-07,day,0.6666666666666666
Downtown,TCleverL,2020-04-08,day,0.0
Downtown,TCleverL,2020-04-08,night,0.0
Downtown,TCleverL,2020-04-09,day,-0.2
Downtown,TCleverL,2020-04-09,night,-1.0
Downtown,TCleverL,2020-04-10,night,0.5
Downtown,TFuriousBookhardt,2020-04-06,day,1.0
Downtown,TFuriousBookhardt,2020-04-07,night,-0.5
Downtown,TFuriousBookhardt,2020-04-08,day,0.0
Downtown,TFuriousBookhardt,2020-04-08,night,0.0
Downtown,TFuriousBookhardt,2020-04-09,night,0.0
Downtown,TFuriousP,2020-04-06,day,0.6666666666666666
Downtown,TFuriousP,2020-04-07,day,-1.0
Downtown,TFuriousP,2020-04-07,night,1.0
Downtown,TFuriousP,2020-04-08,day,0.3333333333333333
Downtown,TFuriousP,2020-04-08,night,0.0
Downtown,TFuriousP,2020-04-09,day,0.6666666666666666
Downtown,TFuriousP,2020-04-09,night,0.5
Downtown,TFuriousP,2020-04-10,day,0.0
Downtown,TLazyVoorhees,2020-04-06,night,-1.0
Downtown,TLazyVoorhees,2020-04-07,night,1.0
Downtown,TLazyVoorhees,2020-04-08,day,-0.4
Downtown,TLazyVoorhees,2020-04-09,night,0.0
Downtown,TLazyVoorhees,2020-04-10,day,0.0
Downtown,TLazyVoorhees,2020-04-10,night,1.0
Downtown,TObnoxiousLemle,2020-04-06,day,0.5
Downtown,TObnoxiousLemle,2020-04-06,night,-1.0
Downtown,TObnoxiousLemle,2020-04-07,day,1.0
Downtown,TObnoxiousLemle,2020-04-07,night,0.0
Downtown,TObnoxiousLemle,2020-04-08,day,0.0
Downtown,TObnoxiousLemle,2020-04-08,night,1.0
Downtown,TObnoxiousLemle,2020-04-10,day,1.0
Downtown,TVHostBrad,2020-04-06,day,0.5
Downtown,TVHostBrad,2020-04-07,day,0.0
Downtown,TVHostBrad,2020-04-08,day,0.0967741935483871
Downtown,TVHostBrad,2020-04-08,night,0.0
Downtown,TVHostBrad,2020-04-09,day,0.08333333333333333
Downtown,TVHostBrad,2020-04-09,night,0.25
Downtown,TaliaLion1988,2020-04-06,day,0.5
Downtown,TaliaLion1988,2020-04-07,day,0.0
Downtown,TaliaLion1988,2020-04-08,day,-0.75
Downtown,TaliaLion1988,2020-04-08,night,-1.0
Downtown,TaliaLion1988,2020-04-09,day,0.16666666666666666
Downtown,TaliaLion1988,2020-04-09,night,0.0
Downtown,TaliaLion1988,2020-04-10,day,0.25
Downtown,TallABowl1971,2020-04-06,day,0.0
Downtown,TallABowl1971,2020-04-07,day,1.0
Downtown,TallABowl1971,2020-04-08,day,0.5
Downtown,TallABowl1971,2020-04-08,night,1.0
Downtown,TallABowl1971,2020-04-09,day,-0.5
Downtown,TallABowl1971,2020-04-10,day,1.0
Downtown,TallEvelynCandy,2020-04-06,day,0.3333333333333333
Downtown,TallEvelynCandy,2020-04-07,day,0.2
Downtown,TallEvelynCandy,2020-04-08,day,0.2857142857142857
Downtown,TallEvelynCandy,2020-04-09,day,-1.0
Downtown,TallEvelynCandy,2020-04-10,day,0.0
Downtown,TallPCouch1979,2020-04-06,day,0.3333333333333333
Downtown,TallPCouch1979,2020-04-07,day,1.0
Downtown,TallPCouch1979,2020-04-07,night,1.0
Downtown,TallPCouch1979,2020-04-08,day,0.4
Downtown,TallPCouch1979,2020-04-08,night,-1.0
Downtown,TallPCouch1979,2020-04-09,day,0.5
Downtown,TallPCouch1979,2020-04-10,day,0.0
Downtown,TedrowBear38,2020-04-06,day,-1.0
Downtown,TedrowBear38,2020-04-07,night,0.0
Downtown,TedrowBear38,2020-04-08,day,0.0
Downtown,TedrowBear38,2020-04-09,day,0.0
Downtown,TedrowBear38,2020-04-10,day,0.0
Downtown,Vivian91S,2020-04-06,day,0.5
Downtown,Vivian91S,2020-04-08,day,-0.3333333333333333
Downtown,Vivian91S,2020-04-08,night,0.0
Downtown,Vivian91S,2020-04-09,day,0.0
Downtown,Vivian91S,2020-04-10,day,1.0
Downtown,W25Coates,2020-04-06,day,0.5
Downtown,W25Coates,2020-04-07,day,1.0
Downtown,W25Coates,2020-04-08,day,0.0
Downtown,W25Coates,2020-04-09,day,-1.0
Downtown,W25Coates,2020-04-09,night,-0.5
Downtown,W25Coates,2020-04-10,day,0.0
Downtown,W25Coates,2020-04-10,night,-1.0
Downtown,Wagner2017,2020-04-06,day,0.0
Downtown,Wagner2017,2020-04-07,day,0.25
Downtown,Wagner2017,2020-04-08,day,0.0
Downtown,Wagner2017,2020-04-09,day,0.5
Downtown,Wagner2017,2020-04-09,night,0.0
Downtown,Wagner2017,2020-04-10,day,1.0
Downtown,Walter90P,2020-04-06,day,-0.5
Downtown,Walter90P,2020-04-07,day,0.0
Downtown,Walter90P,2020-04-08,day,0.0
Downtown,Walter90P,2020-04-08,night,0.0
Downtown,Walter90P,2020-04-09,day,0.3333333333333333
Downtown,Walter90P,2020-04-09,night,0.0
Downtown,Walter90P,2020-04-10,day,0.3333333333333333
Downtown,Walter90P,2020-04-10,night,-1.0
Downtown,WatchesAnnette_BurkDog,2020-04-06,day,0.3333333333333333
Downtown,WatchesAnnette_BurkDog,2020-04-06,night,1.0
Downtown,WatchesAnnette_BurkDog,2020-04-07,day,1.0
Downtown,WatchesAnnette_BurkDog,2020-04-07,night,1.0
Downtown,WatchesAnnette_BurkDog,2020-04-08,day,-0.16666666666666666
Downtown,WatchesAnnette_BurkDog,2020-04-09,day,0.25
Downtown,WatchesAnnette_BurkDog,2020-04-09,night,-0.5
Downtown,WatchesAnnette_BurkDog,2020-04-10,day,0.0
Downtown,WatchesAnnette_BurkDog,2020-04-10,night,0.0
Downtown,WatchesKimberly_OdomLion,2020-04-06,day,0.3333333333333333
Downtown,WatchesKimberly_OdomLion,2020-04-06,night,0.0
Downtown,WatchesKimberly_OdomLion,2020-04-07,day,0.0
Downtown,WatchesKimberly_OdomLion,2020-04-07,night,1.0
Downtown,WatchesKimberly_OdomLion,2020-04-08,day,0.0
Downtown,WatchesKimberly_OdomLion,2020-04-08,night,0.0
Downtown,WatchesKimberly_OdomLion,2020-04-09,day,0.0
Downtown,WatchesKimberly_OdomLion,2020-04-09,night,0.5
Downtown,WatchesKimberly_OdomLion,2020-04-10,day,0.0
Downtown,WatchesKimberly_OdomLion,2020-04-10,night,-1.0
Downtown,WatchesLavette_KoshiolHorse,2020-04-06,day,1.0
Downtown,WatchesLavette_KoshiolHorse,2020-04-06,night,-0.3333333333333333
Downtown,WatchesLavette_KoshiolHorse,2020-04-07,day,-1.0
Downtown,WatchesLavette_KoshiolHorse,2020-04-07,night,0.0
Downtown,WatchesLavette_KoshiolHorse,2020-04-08,day,-0.2
Downtown,WatchesLavette_KoshiolHorse,2020-04-09,day,-1.0
Downtown,WatchesLavette_KoshiolHorse,2020-04-10,day,-1.0
Downtown,WatchesLavette_KoshiolHorse,2020-04-10,night,1.0
Downtown,Wayne98P,2020-04-06,day,0.0
Downtown,Wayne98P,2020-04-07,day,0.3333333333333333
Downtown,Wayne98P,2020-04-07,night,-0.3333333333333333
Downtown,Wayne98P,2020-04-08,day,0.3333333333333333
Downtown,Wayne98P,2020-04-08,night,0.6666666666666666
Downtown,Wayne98P,2020-04-09,day,0.75
Downtown,Wayne98P,2020-04-09,night,1.0
Downtown,Wayne98P,2020-04-10,day,0.0
Downtown,WieldsMattoc,2020-04-07,day,0.0
Downtown,Wildes78,2020-04-06,day,0.3333333333333333
Downtown,Wildes78,2020-04-07,day,0.5
Downtown,Wildes78,2020-04-07,night,-1.0
Downtown,Wildes78,2020-04-08,day,-0.25
Downtown,Wildes78,2020-04-10,day,1.0
Downtown,WileyKyleCandy,2020-04-06,day,0.0
Downtown,WileyKyleCandy,2020-04-07,day,0.3333333333333333
Downtown,WileyKyleCandy,2020-04-07,night,1.0
Downtown,WileyKyleCandy,2020-04-08,day,0.25
Downtown,WileyKyleCandy,2020-04-09,day,-1.0
